ID_REF	Description	GSM41346	GSM41347	GSM41348	GSM41349	GSM41350	GSM41351	GSM41352	GSM41353	GSM41354	GSM41355	GSM41356	GSM41357
210563_x_at	NA	1029.2	719.8	685.9	1101.5	1365.3	759	1083.6	1210	892.9	1268.9	1217.6	857.7
210564_x_at	NA	469	366.2	183	462.1	290.8	390.6	533.2	307.9	382.6	712.3	447.3	261.3
210565_at	NA	75.6	16.5	26.7	40.5	14.8	23.9	19.1	13.5	10.3	28.3	10.6	14.6
210567_s_at	NA	73.4	105.1	84.8	95.6	53.6	67.5	94.5	49.5	97.3	109.9	53.5	61.6
210568_s_at	NA	271	279.4	194.2	318.7	277	131.1	234.2	240.4	149.6	220.7	206	184.6
210569_s_at	NA	20.7	14.5	13.8	16.1	17	20.6	25.2	19.1	15.9	35.1	16.8	14.2
210570_x_at	NA	525.6	474.7	616.3	542.2	451.3	771	605.2	405.8	614.3	503.4	526	727.6
210571_s_at	NA	39.6	48.5	6.9	11.6	43.5	39	58.4	19.2	10.8	83.6	24.2	12
210572_at	NA	10.7	29.1	19.6	12.3	49.9	9.2	29.1	13.1	9.8	13.1	4.8	15.1
210573_s_at	NA	498.8	603	586.3	504.1	930.4	699	452.4	790	675.7	608	797.5	727.1
210574_s_at	NA	1772.6	2043	1536.7	1552.2	2168.8	1842.2	1720.7	1560.9	1259	1621.5	1854.7	1584.6
210575_at	NA	8.7	3.3	3.5	14.8	3.3	3.3	8.3	4.4	3.6	8.6	11.8	3.6
210576_at	NA	6.3	4.5	16.2	2.1	5.5	2.6	11.8	1.9	2.7	15.6	3.5	10.8
210577_at	NA	140.7	151.5	60.4	82.2	157.7	157.1	144.4	176.5	34.8	181	119.6	121.1
210578_at	NA	125.5	84.9	50.5	99.2	98.5	48.9	198.4	133	96.3	178.2	114.1	62.6
210579_s_at	NA	128.3	66.1	88	53.6	147.6	90.3	58.2	86.4	76.8	78.7	101.9	84.1
210580_x_at	NA	688.8	505.1	471.3	546.3	478.3	482	775.3	506.4	384	662.3	432.7	556.9
210581_x_at	NA	216.5	115.6	166.4	202.8	121.4	243.1	316.6	100.6	206.7	286.2	107.4	223.1
210582_s_at	NA	214.7	120.3	177.9	157.5	99.9	171.5	221.7	157.4	137.5	174	142.9	185.9
210583_at	NA	57.2	10.6	36.9	9.9	92.6	17.7	26.1	38.2	51	55.4	18	12.5
210584_s_at	NA	46.3	72	79.8	23.6	45.6	72	137.6	45.7	53.3	108.6	12.4	44.5
210585_s_at	NA	31.4	10.5	101.6	102.2	4.1	65.1	95.5	6.7	57	54	9.6	48.9
210586_x_at	NA	49.5	41	37.3	25	38.4	46.8	64.2	43.4	41.3	53.8	13.4	36.7
210587_at	NA	54.6	51.3	52.2	26	55.4	69.7	34.7	25.8	46.8	35.8	29.8	54
210588_x_at	NA	1406.8	667	643.8	1382.2	804	728.1	1258.3	721.8	741	1124.6	839.2	1045.6
210589_s_at	NA	801.8	765.1	980.8	540	688.9	677.6	578.6	753.2	799	604.2	665.6	478.4
210592_s_at	NA	4924.7	5036.4	5168.1	2574.2	5650.9	3418.3	2933.8	3910	3026.8	2619.4	4393	3205.4
210593_at	NA	120.6	86.7	86.3	119.4	109.2	76.1	127.4	79.8	101.7	100.6	97.4	134.7
210594_x_at	NA	904	1311.2	1461.9	879.8	577.5	701.9	939.4	532	810.5	935.5	586.6	797.7
210595_at	NA	26.1	22.8	24.3	27.3	4.9	13	23.6	18.8	13.4	25.8	18.4	54.8
210596_at	NA	252	1555.8	517	256.2	1658.3	312.1	166.7	1487.8	370.9	246.8	1468.1	367.1
210597_x_at	NA	183.9	94	103.1	108.7	74.2	69.9	164.2	190.2	209.9	194.2	111.8	167.3
210598_at	NA	84	110.7	47.4	98.7	76.5	126.1	89.6	100.4	75.1	154.5	108.7	87.4
210599_at	NA	30.4	22.7	8.9	18.7	47.7	33.1	18.2	18.8	17.9	24.4	20.2	7.5
210600_s_at	NA	4.6	11.2	31.3	5.7	17.3	1.8	2.8	7.8	11.9	3.4	5.6	11.5
210601_at	NA	92.7	97.2	48.5	37.6	53.4	54.7	80.1	70.2	63.7	114.8	46.6	17.2
210602_s_at	NA	57.8	64.1	46.1	63.1	10.8	64.3	18.7	68.7	62.5	87.5	64	63.7
210603_at	NA	124.5	167.2	137	97.5	136	132.3	197	137.8	74.2	167.4	147.1	142.3
210604_at	NA	8.8	8.1	11.1	10.8	7.3	8.7	13.2	16.3	9.8	15.4	13	11.1
210605_s_at	NA	511	289.7	446.6	327.4	207.2	591.6	851.4	279.8	308.8	505.2	313.8	506.9
210606_x_at	NA	60.8	60	76	49.4	112.4	118.7	102.2	42.3	71.8	112.2	41.8	58.8
210607_at	NA	28.8	15.8	31.2	33.6	35.4	32.2	37.6	6.3	24.2	76.2	40.3	41.5
210608_s_at	NA	159.3	157	150.9	135.4	158.3	148.1	166.6	110.8	140.6	176.3	183.7	160.7
210609_s_at	NA	1543.7	1813	1457.4	561.7	589	388.9	763.7	550	748.5	803.2	461.6	403.9
210610_at	NA	87.6	99.3	44.6	78.8	103.9	31.4	52.2	91.2	40.5	125.5	88.8	86.7
210611_s_at	NA	52.2	22.3	23.7	31.3	48.1	6.5	40.2	44.6	33	15.2	47.7	42
210612_s_at	NA	780.8	581.9	778.6	835.1	389.8	372.3	651.8	488	488.3	643.9	632.9	524.1
210613_s_at	NA	144.5	144.9	148.9	65.4	7.8	20.4	28.7	13.8	16.7	25	16.3	10.4
210614_at	NA	93.8	127.1	73.3	50.5	94	163.9	175.6	101.9	69.5	143.3	116.9	90.8
210615_at	NA	146.7	16.8	52.8	134.8	13.2	95.1	45.6	21.7	20.4	26.1	20.9	162.3
210616_s_at	NA	2900.5	3951.4	3483.8	2892.4	3917	3474.5	2898	4262.6	3724	2776.9	4328.5	3600.4
210617_at	NA	152.5	123.8	93.6	144	51.7	47.4	240.7	124	129	172.5	104.6	180.2
210618_at	NA	135.9	52.6	39.1	21.7	18.6	37.6	78.7	53.1	36	97.2	33.9	33.1
210619_s_at	NA	62	26.1	70.4	21.1	12.5	110	41.1	16.7	48.9	92.3	18.7	74.3
210620_s_at	NA	353.9	193.6	290.4	365.8	232.5	450.5	558.7	293.8	321.9	371.9	183.3	343
210621_s_at	NA	1637	705.7	1122.4	2029.3	1488.6	1424.3	1703.3	1769.6	2229.7	1920.6	1545.1	1992.7
210622_x_at	NA	367.8	189.6	270.9	328.6	252.4	414.6	521.6	296.2	352.1	294	279.4	368.5
210623_at	NA	66.6	86.8	62.8	45.3	68.4	7.8	20.9	37	25.4	73.3	67.9	46.3
210624_s_at	NA	659.9	716.4	655	812.7	648.9	725.5	848.1	869.8	793.9	799.9	673.1	700
210625_s_at	NA	835.2	768.4	1021.7	632.7	314.4	554.5	822.1	395.1	512.6	673.5	397.2	615.6
210626_at	NA	23.2	57.3	75.8	48.8	53.4	70.6	24.1	23.9	45.7	18.8	29	14.5
210627_s_at	NA	554.4	256.6	369.8	536.9	285.5	407.2	654.5	258.6	435.8	571.7	224.5	601.7
210628_x_at	NA	209.7	140.8	30.5	113.5	61.5	174.7	155.7	123	172.8	58.7	149.4	84.8
210629_x_at	NA	115.4	90.7	75.1	81	69.9	117.7	34.3	113.7	117.4	100.8	64.6	31.2
210630_s_at	NA	32.7	15.2	5.3	84.3	37.3	43.8	71.8	66.1	64.5	71	49.1	55.5
210631_at	NA	17.5	21.7	30.3	20.2	49.2	46.1	63.7	36.3	21.1	58.9	34.3	17.8
210632_s_at	NA	4.1	4.9	4.2	3.4	4.6	7.5	8.7	4.2	5.7	11.1	5.1	5.2
210633_x_at	NA	4230.1	8233.7	5471.2	3113.6	5997.6	4170.1	2273.8	5617.1	4150.4	3045.4	5729.1	4397.7
210634_at	NA	116.3	105.8	42.5	115.2	96.9	127.1	186.6	84.1	59	108.6	11.3	12
210635_s_at	NA	207.8	230.6	219.3	203.2	166	282.1	144.9	146.4	170.5	119.1	176.6	221.4
210636_at	NA	24.1	20.4	28.6	9.8	32.6	43.3	30.7	37.3	3.7	17.2	9.6	29.6
210637_at	NA	82.8	115.8	17.4	27.4	22.3	20	102.8	29.5	19.6	127.2	35.7	45.1
210638_s_at	NA	1545.3	844.6	1074.1	1565.4	1047.3	1112.8	1575.4	1050.7	1242.1	1634.8	1055.1	1270.1
210639_s_at	NA	461.6	555.3	851.7	678.8	621.2	852.7	470.9	655.2	843.5	526.3	679.8	781
210640_s_at	NA	259.1	239.3	263.3	208.6	150.7	203	189.7	110.5	113.9	176.3	165.1	145.4
210641_at	NA	104.7	157.8	116.5	73.6	125.7	139.7	182.3	138.3	95	129.6	147	64.4
210642_at	NA	45.3	17.5	14.1	20.5	73.8	28.5	43	15.8	26.7	26	23.6	34.9
210643_at	NA	4.8	26	5.8	20	33	26.4	40.8	3.3	5.4	30.2	2.7	27
210644_s_at	NA	238.6	235.2	172.5	172.6	212.4	250.5	315.5	247.5	177.5	214.4	197.1	167.1
210645_s_at	NA	1457.9	1382.4	1602.2	1966.1	1787.7	1836.7	1710.4	2256.1	2096.4	1669.8	1650.2	1747.2
210646_x_at	NA	21732.3	28407.6	24381.6	13645.7	27785	38308.7	20510.1	26591.3	22937.3	19467	26732.8	22226.1
210647_x_at	NA	423.2	300.3	236.4	294.4	306	339.2	532	298	236.3	386.5	251.7	198.7
210648_x_at	NA	5163	5991.1	5009.2	4141.6	5755	5143.1	4009.4	5185.5	4959.8	4523.7	5502	4263.7
210649_s_at	NA	640.9	714.1	687.8	836.3	495.6	520.8	697.3	665.8	611.7	785.1	521.1	522.3
210650_s_at	NA	72.7	83.5	67.8	69.4	63.9	61.2	72.8	58.9	47.4	103.9	68	42.4
210651_s_at	NA	300.6	350.3	379.7	355.8	382.4	640.5	358.7	395.5	511.6	358.2	259.3	420.9
210652_s_at	NA	389.7	331.7	385.8	30.6	108.2	70.9	40.1	56.3	90.9	26	54	67.4
210653_s_at	NA	116.8	176.2	200.9	174.3	120	190	135.1	127.1	231.3	172.7	154.8	130.4
210654_at	NA	116.7	94.6	133.9	93.2	57.1	116.6	124.3	38	103.2	124.9	69.3	52.4
210655_s_at	NA	423.9	106	574.1	455	74.7	354.6	408.3	115.6	537.5	255.9	149.7	536.4
210656_at	NA	17.1	22.8	15.4	31.9	26	20.9	10	15.6	5.7	37.5	22.2	22.8
210657_s_at	NA	137.3	178.5	166.7	147.1	147	87.5	115.3	123.2	137.1	109.8	90	96.9
210658_s_at	NA	301.9	153	325	348.4	177.7	356.3	317.5	193.2	403.2	259.5	158.1	549
210659_at	NA	166.7	152.4	108.1	98.9	80.4	161.7	139	70.8	107.1	129.1	96.5	97.9
210660_at	NA	19.4	34	11.7	9	4.2	17.1	20.3	10	5.6	14.9	12.9	16.5
210661_at	NA	23.5	19.3	15.1	14.3	24.2	16.4	47.9	2.4	22.5	25	25.4	18.1
210662_at	NA	41.3	6	10.3	8.8	32.5	17.7	3	23.3	18.2	24.2	2.6	2.3
210663_s_at	NA	237.6	54.9	145.1	248.6	85.1	83.7	161.4	128.8	98.3	184.1	155.4	122
210664_s_at	NA	413.9	375.9	349.3	725.5	386.9	536.5	539.5	475.5	404.8	648.7	423.5	520.6
210665_at	NA	59.6	59.8	63.5	143.6	133.3	117.4	101.5	82.5	50.7	107.2	94.4	99.3
210666_at	NA	16.1	14.4	14.8	11.8	16	16	21.8	23.5	13.5	20.6	24.5	10.7
210667_s_at	NA	275.1	251.1	286.4	362.8	275.1	359.5	463.4	358.4	425.9	474.4	255.8	487.5
210669_at	NA	83.8	61.7	40.5	39	44.8	26.2	71.6	61.4	30.8	38.7	67	49.8
210670_at	NA	150	91.3	106.3	96.4	116.7	101.5	223.8	125.5	91	174.6	124.8	90.1
210671_x_at	NA	342.5	212.8	491	259.2	103.1	360.2	181.4	91.4	271.6	172.4	110.4	302.3
210672_s_at	NA	232.2	503.7	336	323.8	430.3	340.3	289.1	481.7	336.3	271.4	406.7	334.8
210673_x_at	NA	7.3	11.8	21.4	6.6	24	11.9	20.1	10.9	16	18.2	12.6	11.2
210674_s_at	NA	49.1	27.5	31.6	37.3	9.1	9.8	67.9	6.5	35.2	20.1	18.9	9.7
210675_s_at	NA	93.9	122.6	101.4	62.3	177.4	190.6	120.2	101.7	96.8	195.3	94.3	89.5
210676_x_at	NA	511.7	664.4	441.8	437.8	363.1	441.3	501.8	416.8	397	481.8	353.4	419.2
210677_at	NA	29.8	14.4	20.3	12.4	25.8	15.9	49.6	9.4	36.7	43.3	30.3	26
210678_s_at	NA	148.9	273.4	245.9	129	92.9	190.3	159.3	60.6	141.9	162	121.3	142.8
210679_x_at	NA	109.9	184.5	134.8	143.6	185.7	156.6	108.4	152.7	103.4	306.8	218.4	193.6
210680_s_at	NA	68.1	103.3	86.2	82.5	144.5	45.1	103.5	106.8	116	71.7	172.1	60.3
210681_s_at	NA	363.4	413.8	379.5	543.4	358.4	521	511	497.4	502	451	329.3	362.6
210682_at	NA	19.2	17.1	9.3	7.4	10.2	29.5	49.3	24.7	7.2	52.4	16.3	21.7
210683_at	NA	3.3	3.2	3.3	3.9	35.4	3.3	23	6.8	3.5	14.6	3.1	5.5
210684_s_at	NA	40.7	20.8	56.3	46.6	89.6	71.8	68.6	57.7	60.9	29.4	65.8	66.1
210685_s_at	NA	199.3	171.9	212.5	265	151.4	105.5	181.8	167	175.5	265.6	231.2	150.3
210686_x_at	NA	1167.6	1302.8	1380.2	1005.6	1157.7	2123.3	1503.9	1375.4	1188.1	1134	575.7	2232.8
210687_at	NA	91.6	118.8	46.2	12.5	54.1	102.9	103.9	57.1	9.1	89.4	17.9	9.1
210688_s_at	NA	102.9	389.1	276.8	74.7	98.1	44.8	162.9	110.2	95	93.1	87.7	122.3
210689_at	NA	80.2	29.2	67.1	66.6	87	87.7	52	84.1	118.3	156.2	75.9	82
210690_at	NA	38.7	26.5	13.8	12.9	13.6	28.3	25.2	21.1	1.6	5.4	10.6	11.8
210691_s_at	NA	587.5	682.5	393.6	569.1	827.4	373.1	273.6	547.3	409.2	427.3	678.3	294.4
210692_s_at	NA	1448.8	683.6	835.2	1428.9	1251.3	2431.3	1490.9	1241.4	2444.2	1916.3	1289.5	1989.5
210693_at	NA	34.5	16.2	9.8	45.6	8	15.8	41.2	14.4	27.8	32.7	17.3	14.3
210694_s_at	NA	276	194.6	107.7	345.3	172.7	169.2	248.7	174.8	195.4	278.4	167.5	148.6
210695_s_at	NA	531.2	568.8	405.5	455.6	451.8	521.4	906.6	603.6	452.4	474.7	298.3	439.1
210697_at	NA	4.5	20.9	16.6	19.3	15.2	4.9	35.4	28.2	18.1	16.7	2.1	5
210698_at	NA	8.6	4.3	9.4	2.5	23.5	8.2	12.6	10.5	8.2	10.9	3	6.4
210699_at	NA	72.4	53.1	38.7	31.5	84.2	57.8	77.8	59.1	24.4	43.7	67.1	9.8
210701_at	NA	25.6	16.7	17.8	110.7	77.5	19.7	29.5	51.6	20.1	75.6	52	16.7
210702_s_at	NA	42.5	15.3	30.9	33.5	35.8	80.2	167.3	63.1	28.6	57.4	18.2	16.1
210703_at	NA	19	26.6	21.9	26	10.9	20.6	55.3	10.2	16.5	29.8	26.2	34.3
210704_at	NA	110.1	78.7	114.5	112.6	91.3	118.4	155.5	109.9	104.2	217	115.7	84.3
210705_s_at	NA	133.1	383.6	239.5	182.2	227.5	110.1	175.6	142.2	100.5	191.5	194.5	115.2
210706_s_at	NA	581.4	514.7	581.4	511.2	446.6	760	772.5	505	605.1	598.8	519.8	661.7
210707_x_at	NA	648.6	526.3	513.9	580.3	540.4	666.1	574.8	551.7	738.8	669.6	582.4	679
210708_x_at	NA	207	144.3	116.7	140.1	90.4	175.1	267	94.5	179.1	309.5	125.4	130.5
210709_at	NA	43.1	61.9	27.8	40.7	52.3	58.8	79.4	50	25.1	117.8	50.4	47
210710_at	NA	49.7	150.2	90.7	56.4	108.1	41.9	59.8	49.5	58.9	79.5	115.1	127.4
210711_at	NA	78.2	42.6	47.2	12.5	15	41.2	33.4	16.9	17.4	10.9	13.8	34.1
210712_at	NA	67.4	49.4	40.5	61.8	32.7	109.8	85.1	67.3	71.8	113.8	66	50.9
210713_at	NA	73.7	69.8	43.7	70.7	52.9	11.1	89.7	40.6	19.1	133.1	53.8	71.5
210714_at	NA	113.2	194.8	53.2	112.5	35.3	80.8	176.3	106.3	78.4	102.8	84.7	45.6
210715_s_at	NA	2096.8	1384.8	1630.1	2613.7	2422.8	2504.7	2467.3	2240	2281.3	2645	2415.4	2299.7
210716_s_at	NA	480.5	243.4	486.5	644.3	501.4	491.2	441.3	544.6	607.1	530.4	426.8	407.7
210717_at	NA	48.6	8.5	40.5	28.4	58.1	9.6	51.9	9.9	28.7	25	55.3	46.9
210718_s_at	NA	87.5	113.9	86.1	134	158.4	187.5	136.8	118.1	119.6	134.3	109.3	102.1
210719_s_at	NA	1179.5	1093	1197.3	1002	1001	969.6	1225.7	958.4	935.5	1156.4	1050.1	1292.6
210720_s_at	NA	516.4	345.2	606.7	425.5	439	548.9	571.3	514.6	583	591.9	476.7	612.5
210721_s_at	NA	16.3	8	0.5	2	0.4	9.8	34	10.6	24	33.5	1.9	1.9
210722_at	NA	16.3	19.2	12.9	12.9	45.6	8.9	26.9	23.1	13.8	22.4	12.2	13.4
210723_x_at	NA	132.1	92.8	69.7	94.7	54.2	74.4	158.2	95.7	98.8	133.3	102	90.9
210724_at	NA	20	53.5	4.4	44.9	28.7	73.5	39.5	31.9	5.7	32.3	82.7	63.5
210726_at	NA	118.5	12.7	38.2	81.2	87.2	45.2	50.4	57.3	75.7	60.2	97.7	43.3
210727_at	NA	100.3	26.9	42.5	91.3	18.6	43.8	38.5	39.2	63	66.5	69.9	48.6
210728_s_at	NA	8.2	6.7	6.7	5.9	6.1	7.2	13.8	3.9	7.2	10.2	12.4	6.6
210729_at	NA	6	1	21.8	7.3	7.5	7.3	10.8	3.1	30.7	37.1	13.7	14.1
210730_s_at	NA	88.1	106.1	45.6	82.9	101.1	85.5	120.7	56.5	60.8	116.7	85.3	63.8
210731_s_at	NA	190.5	151.7	132.9	169.2	216.8	172	237.8	318	177.5	199.4	188.7	115.3
210732_s_at	NA	652.5	286.8	704.7	706.3	533	815.5	702.2	532.9	969.5	757.3	503.4	956.7
210733_at	NA	396.8	997.3	598.4	387.7	1188.5	621.8	381.3	1557.1	719.5	286.8	1288.6	594
210734_x_at	NA	876.7	383.3	936.5	821.8	526.6	996.5	881.4	433.1	1033.3	832.6	589.1	1097.7
210735_s_at	NA	2152.4	590.2	1458.6	1700.4	396.8	930.2	1594.2	417.2	1006.2	1562.1	316.4	705.3
210736_x_at	NA	191.3	30.2	55.3	162.3	197.8	152.4	148.2	121.9	129.2	56.2	233.3	144.6
210737_at	NA	56.7	58.8	48.8	149.9	373.6	75.5	84.8	76.8	49.1	299.9	68.6	91.8
210738_s_at	NA	3.8	9.2	2.3	2.6	21.5	0.8	13.5	1.8	0.6	32.3	45.5	3.1
210739_x_at	NA	304.3	238	187	214.9	287.1	304.6	389.8	321.5	259.1	392.3	239.5	226.9
210740_s_at	NA	2861.8	2951.7	3143.6	1059.1	1400.7	960.1	1186.4	1159.9	1000.6	1213.3	1285.9	1244
210741_at	NA	37	8.6	15.4	20.5	12.3	23.7	67.4	8.7	14.4	30.7	4.1	17.7
210742_at	NA	53.3	32.3	30.8	14.8	17.9	7.2	50.4	44.8	20.6	78.9	43.7	17.3
210743_s_at	NA	37	40.9	5.8	26.1	52.1	49.9	82	16.2	48.5	54.6	42.3	22.8
210744_s_at	NA	9.8	10.5	19	12.4	11.6	16.7	20.9	11.2	15.9	34.8	18.7	11.2
210745_at	NA	36.7	36.8	43.6	43.7	70.3	30.7	52.4	62.7	77.4	100.6	63.8	30.2
210746_s_at	NA	33.4	24.6	14.5	14.4	17.7	20.4	35.3	18.5	14.5	39.1	22.8	14.6
210747_at	NA	15.8	12.6	18.7	8	25.6	44.2	26.1	20.9	39.4	86.1	3.2	13
210748_at	NA	25.9	46.8	14.9	15.2	47.4	44.3	32.3	41.7	13.4	25.3	23.6	26.7
210749_x_at	NA	1751.2	1317.7	1507.3	1424.5	1399.3	1665.1	1986.3	1370.9	1620.4	2061.4	1298.4	1356
210750_s_at	NA	87.7	30.1	64.5	58.5	10.9	80	49.6	31.2	35.8	13.5	87	75.8
210751_s_at	NA	140.2	130.7	89.6	105.6	97.8	109.2	141.4	79.3	63.9	148.4	134.9	45.1
210752_s_at	NA	254.8	277.9	187.3	169.9	208.6	322	273	162.6	218	272.2	225.6	167.7
210753_s_at	NA	188.6	52.3	43.6	105.4	114.8	39.8	60.9	115	45.2	239.7	84.4	51.9
210754_s_at	NA	640.4	721.9	858.3	643.5	666.5	586.1	607.2	657.5	728.1	651.6	714	754
210755_at	NA	76.9	35.4	21	56.7	41.2	50.6	87.6	60.4	45.1	66.4	28.7	40.7
210756_s_at	NA	1471	595.6	1324.4	1743.8	668.2	2420.7	1603.3	894.3	2115.6	1266	829.8	1787.2
210757_x_at	NA	993.8	764.4	911.5	776.8	743.3	836.6	915.8	764	761.7	698.6	780	778.9
210758_at	NA	75.5	88.4	82.2	79.7	82.7	33.3	90.9	110.4	43.3	83.1	98.3	52.8
210759_s_at	NA	4471.5	5531.5	4850.3	4144.7	5382.1	5708.5	4304.4	5050	5322.2	4826.6	5254.8	5526.4
210760_x_at	NA	30.9	35.3	88.4	31.4	37.7	139.4	111.4	75.9	125.5	201.1	130.8	85.5
210761_s_at	NA	193.7	182.6	236.8	140.4	193.3	186.2	207.8	180.9	208.3	229.7	133.2	214.8
210762_s_at	NA	850.6	888.6	706.7	1229.8	2396.8	1937.2	955	2261.4	1550.5	1097.3	2135.8	1957.9
210763_x_at	NA	27	32.2	20.3	41	51.2	75.7	57.3	58.8	23.2	107.9	88.8	14.5
210764_s_at	NA	5044.1	2316.8	5945.3	4193.2	3536.9	6585	4215.5	3012.3	5888	3949.6	3173.6	8358.2
210765_at	NA	67.7	36.6	45.1	29	54.7	40.5	33.2	47.5	34.8	51.1	77.2	24.3
210766_s_at	NA	1398	1252.6	1238.7	1797.1	1711.5	1106.2	1589.6	1736.4	1651.7	1978.1	1990	1806.7
210767_at	NA	6.7	17.8	2	24.4	24.3	9.7	19.7	27.6	6.3	27.6	25.4	4
210768_x_at	NA	954.3	1170	675.7	633.8	1019.6	842.5	858.2	1095.6	607.5	830.5	1020.1	836.7
210769_at	NA	22.8	12.4	16.1	19.4	16.5	17.2	35.8	19.5	15.6	37.4	15.5	16.1
210770_s_at	NA	15.2	33.4	16	8.8	9.3	16.2	49.9	13.1	18.7	49.5	54.2	17.3
210771_at	NA	54.1	50.3	39.2	34.5	32	61.1	71.6	30.9	45.6	47.9	16.4	26.7
210772_at	NA	25.5	8.6	39.7	33.3	5.5	57.5	54.5	40.3	21	56	40.1	13
210773_s_at	NA	39.3	84.9	50.3	57.1	112.4	146.1	31.8	81.5	159.8	59.1	83.5	78.3
210774_s_at	NA	3355.9	4794.1	3899.4	3026.5	3774.1	2861.7	3349	3695.6	3485.6	3428.8	3892.1	3331.6
210775_x_at	NA	557.2	477.1	482.4	423.6	427.1	545.1	674.8	514.9	558.7	525.3	453.8	539.9
210776_x_at	NA	278.2	384.4	363.8	246.6	485.6	589.4	244.4	582.6	363.1	428.5	612.6	598.6
210778_s_at	NA	445	153.6	244	374.1	217.8	182.9	454.7	272.2	268.7	466.6	280.2	207
210779_x_at	NA	389.7	338.8	289.1	348.2	378.5	563	555.4	407.1	356.2	428.8	382.6	367.5
210780_at	NA	133.4	56.2	58.7	91.3	79	108.4	83.2	44.7	83.4	129.4	62.8	63.7
210781_x_at	NA	35.5	28.6	26.9	23.7	34.5	33.9	54	29.3	28.9	50.1	33.4	25.1
210782_x_at	NA	71.8	44.7	77.5	21.4	32.8	134.3	58.2	24.2	23.7	48.2	40.7	46.2
210783_x_at	NA	83.1	72.4	31.8	58.9	17	24.8	99.5	20.1	41.4	65.2	21.9	27.8
210784_x_at	NA	24.6	29.9	18.4	17	21.6	20.2	29.9	17.2	12.1	39.3	20.5	13.6
210785_s_at	NA	172.8	126.3	187.5	216.5	188.2	227.3	360.5	243.6	159.9	201.9	208.4	247.4
210786_s_at	NA	86.6	36.7	50.6	30.8	60.7	74.8	70.6	51.1	77.3	110.4	55.9	32.9
210787_s_at	NA	88.2	56.9	109.5	148.8	108.5	268.9	111.3	23.4	180.1	104.6	85.5	222.5
210788_s_at	NA	1331.3	1307	1317	964	1298.1	1094.4	878.3	1085.4	1236.3	1015.9	1360.6	1136.8
210789_x_at	NA	181.1	205.4	98.9	89	129.1	180.1	366.1	195.8	122.6	340.5	178.5	51.9
210790_s_at	NA	135.9	283	239.8	178.4	197.1	257.4	139.1	233.9	154.3	119.1	198.7	192
210791_s_at	NA	334.2	289.8	300.4	311.9	249.3	362.8	320	219.5	419.3	393.1	337.2	296.1
210792_x_at	NA	526.9	888.3	483.3	476.9	364.8	622.8	428.5	434.8	339.7	511	359	406.5
210793_s_at	NA	759.4	607.1	575.1	764.9	736.4	558.3	639	735.3	763.8	664.9	786.2	723.8
210794_s_at	NA	25.9	22.5	79.9	39.8	43	14.9	45.2	12.3	54.2	97.9	19.2	34.8
210795_s_at	NA	148.6	29.9	37.2	85.9	165	38.9	59.8	100	58.4	55.9	94.9	98.4
210796_x_at	NA	216.7	167.8	151.7	204.4	219.6	234	308.6	246.5	210.4	237.6	155.4	153.3
210797_s_at	NA	596.2	1040	840.9	617.9	1457.9	725	364	1533.1	906.8	575.1	1507.4	634.4
210798_x_at	NA	22.2	23.7	13.3	24	29.3	25.1	33.3	9.1	11.6	30.7	23.8	25.8
210799_at	NA	124.2	65.6	15.3	114.3	123.3	141.2	100.7	127	136.4	195.8	80.9	102.8
210800_at	NA	41	24.1	2.3	47.6	21.9	46.1	31.6	34	21.1	30	28.8	25.9
210801_at	NA	33.6	42.9	25.5	50.4	52.2	50.2	80.8	61.4	36.6	64.8	32.8	54.1
210802_s_at	NA	372.2	659	490.8	540.7	664.8	520.4	504.8	577.2	507.9	450.7	627.4	712
210803_at	NA	139.6	90.9	58.7	76	66.4	47.4	183.7	72.9	75.4	104.5	61.4	67.5
210804_x_at	NA	103.4	128.4	86	87	121.9	27.9	41.9	136.2	128.3	140.6	115.8	23.8
210805_x_at	NA	64.5	12.9	15.9	77.4	14.5	130.7	120.3	8.2	24.5	37.3	14.5	89.7
210806_at	NA	7.5	33.7	6.1	5.6	4.4	4	12.7	4.4	9.1	12.7	5.9	8
210807_s_at	NA	158.8	178.4	108.5	134.1	126.7	203.7	162.8	144.9	143.8	162.2	139.1	96.2
210808_s_at	NA	7.2	11.2	9.6	67.5	12.4	14.2	36.2	12.2	16.5	72.8	13.4	11.2
210809_s_at	NA	75.3	46.4	34.7	38.3	30.3	78.2	76.2	47.1	38.2	59	72.6	45.5
210810_s_at	NA	30.9	32.4	18.6	26.4	29.4	134.9	37.1	23.1	56.7	33.7	16	45.7
210811_s_at	NA	142.1	118.8	127.8	131.5	262.9	190.1	93.5	221.9	137.6	167.5	173	151.2
210812_at	NA	44	61	65.2	12.2	6.3	207.2	26.3	26.6	26.1	26.5	17.5	13.7
210813_s_at	NA	210.5	340.3	322.8	188.3	195.1	209.8	221.3	191.6	206.1	301.7	174.8	172.9
210814_at	NA	95.3	8.3	16.2	64.2	26.4	60.7	86.1	46.6	16	18	44.8	21.1
210815_s_at	NA	90.3	29.7	57.6	63.8	13	25.7	28	15.2	19.5	33.1	21.1	17
210816_s_at	NA	155.2	156.8	337.4	151	150.1	334.6	331.2	235.7	341.6	198.4	188.2	302.4
210817_s_at	NA	1942.4	1755.9	1602.1	1632	1675.1	1464.8	1993.6	1573.6	1702.8	1753.8	1705.3	1720
