ID_REF	Description	GSM41346	GSM41347	GSM41348	GSM41349	GSM41350	GSM41351	GSM41352	GSM41353	GSM41354	GSM41355	GSM41356	GSM41357
1007_s_at	NA	1671.3	1483.2	1583.6	1577.6	1412.3	1600.9	1952.8	1534.5	1649.6	1624.5	1359.7	1375.2
1053_at	NA	222.3	329.8	152.8	337.2	343.8	170.1	299.9	430.5	231.2	351.2	476.6	189.2
117_at	NA	617.4	225.3	170.8	284	838.5	513.2	171.4	191.9	225	158.5	182.6	218.5
121_at	NA	1267.8	1066.1	1277.7	1096.1	1686.7	1523	1480.8	1879.7	1412.3	1317.9	1812.7	1402.5
1255_g_at	NA	81.8	69.3	59	54.6	72.9	90.5	116.1	58.5	66.8	59.9	12.4	75.8
1294_at	NA	314.4	256.9	270.6	316.8	436.9	378.1	535.9	360.2	319.6	522.8	354.5	363.3
1316_at	NA	77.5	110.8	126.3	96.7	93.9	95.2	170.7	108.4	111.5	131.4	140.1	133.3
1320_at	NA	216.8	168.1	171.1	179.7	75.6	218.5	241.4	101.7	246	185.5	166.4	237.8
1405_i_at	NA	11.8	7.9	7	14	10.1	11.4	21.5	5.5	6.9	19.8	11	8.6
1431_at	NA	90.6	69.9	46	95.2	38.1	52.8	111.6	40.2	54.1	85.7	63.5	50.2
1438_at	NA	111.2	31	145.4	42.4	33.9	159.9	71.4	99.2	139.1	122.4	20.5	34.2
1487_at	NA	766.8	861	1162	699.2	685.7	1100.9	963.5	757	976.2	821	534	986.8
1494_f_at	NA	328.1	341.4	235	283.7	253.2	312.3	420.7	319.2	330.2	462.3	263.4	256.9
1598_g_at	NA	2928.4	1330.2	2186.4	2694.3	2388.2	2354.8	3588.2	2253.6	2768.1	3908.9	2178.6	3124.1
160020_at	NA	1427.4	623.8	1304.9	1525	816.4	2021	1637.8	857.6	1677.2	1520.4	855.5	1411.1
1729_at	NA	480.9	320.6	482.2	360.9	314.9	384.2	375.2	408.9	490	359.1	393.5	442.9
1773_at	NA	239.8	156.9	186.8	211.4	206.4	293.4	347.9	224.9	225	257.6	206.2	251.7
177_at	NA	182.9	116.3	130.4	209.6	172.2	136	303	167.4	185.3	297.1	209	227.5
179_at	NA	1289.2	1754.9	1301.1	1206.9	1124.6	1424.2	1564.5	817.1	1692.9	1233.6	1236.4	1752.4
1861_at	NA	542.7	607.8	461.7	483.1	602.3	522.7	562.3	582.4	418.1	525.3	516.2	506.7
200000_s_at	NA	2190.5	2109.7	1908.9	2187.5	2149.6	2075	2286.3	2436.6	2238	2506.8	2261.7	1966
200001_at	NA	5903.3	3699.2	6528.4	5901.7	5616.3	8108.9	7074.1	5434.1	8318.3	6391.3	4921.6	7766.8
200002_at	NA	9099	16649	11571.9	7964.6	14915.8	11714.1	9573	14408.4	10396.2	9801.8	15278.9	11784.6
200003_s_at	NA	12610	16434.3	14076.3	9531.1	16480.9	15495.9	11403.1	16737.8	12256	11918.2	15856.3	13636.2
200004_at	NA	5757.9	7359.8	5332.5	5608.3	6803.7	6307.8	4807.7	7215.7	5852.9	5419.1	7218.6	5105.8
200005_at	NA	2618	2862.8	3250.9	3017.8	3390.5	3882	3303.4	3020.5	3461.2	2833.4	3159	4246
200006_at	NA	6006.5	7856.4	5820.7	5784.9	8723.1	6181.2	5474.7	8855.8	7438.2	6559.2	8581.5	6455.6
200007_at	NA	4234.2	8679.2	7623.4	4349.4	6322.5	4916.8	4101.3	5483.5	5672	4250.3	6159.3	5722.1
200008_s_at	NA	3887.9	2916	3391.3	3158.8	2993.2	4123.2	4161.1	3099.2	4209.9	3600.1	3047.9	4867.7
200009_at	NA	5496.9	5743.3	5653	4900	6198	6429.3	5530.2	6677.1	6682.2	5821	6760.3	5535.5
200010_at	NA	7718.2	10300.4	8786.5	6220.7	10451.4	12148.3	6209.3	10825.1	7649.6	7249.1	9236.7	9687.6
200011_s_at	NA	1681.1	1234.6	1651.7	1715.8	1315.2	1570.1	1797.3	1402.5	1705.1	1665.1	1568.4	1733.8
200012_x_at	NA	7759.5	11968.7	8758.4	6190	9962.8	10525.5	7437.4	9687.7	8328.2	7293.3	11931.8	12169.2
200013_at	NA	10385.5	15121.9	14279.9	8785.4	12584	12222.9	9310.7	11661.8	10884.5	10276.6	12419.7	12019.5
200014_s_at	NA	2154.6	2342	2208.7	2399.2	2962.9	2570.8	2035.2	3094.3	2574.3	2521	3085.4	2529.4
200015_s_at	NA	2460.5	2429.3	2171.1	2684.7	2610.7	2007.2	2372.1	3070.2	2310.4	2745.5	2874.7	2320.9
200016_x_at	NA	8660.6	8617.5	7035.8	7758.4	10973.3	8501.3	7651.5	11817.4	7945.5	9030.6	10765.4	7644.3
200017_at	NA	8764.6	11558.2	11723.4	8399.7	11575.2	6630.1	9310.4	11306.1	10307.9	8228	10532.4	11058.2
200018_at	NA	11298.1	15822.8	14411.5	9530.3	15926.8	15777.6	11340.8	15159.2	13736.5	10995	14720.1	15956.4
200019_s_at	NA	10449.6	14582.8	11378	9303	14344	11578.7	9186.4	12780.6	9678.8	9807.3	12592.2	11793.9
200020_at	NA	1811	1662.1	2087.1	2009.1	1648.6	1486.2	1818.3	1752.2	2078.8	1838.8	1800.7	1948.7
200021_at	NA	12847.2	22668.3	18634.4	9467.1	19747.5	22266.7	14159.4	19142.5	15151.5	12188.4	18871.2	16713.8
200022_at	NA	10044.2	14566.6	11326.7	9162.1	13893.3	13911.9	10068.1	12784.4	10597.3	9924.5	13337.1	13073.7
200023_s_at	NA	4598.8	5866	5372.5	4564.1	5617.4	4975.3	4514.4	5284.9	5235.8	4889.1	5253.3	4979.1
200024_at	NA	10059	10811.2	11604.4	7803.3	12353.4	12967.9	8737.8	11718	11953.2	10085.9	12398.9	11923.6
200025_s_at	NA	11273.7	14715.8	13272.9	8680.8	14636	16323.8	10229.1	13094.3	13153.8	10560.1	13348.2	13858.1
200026_at	NA	12654.7	9447.6	9197.9	9728.3	10092.8	11218	11195.2	10022.1	11939.3	12246.1	11937.4	10910.5
200027_at	NA	3599.3	4299.9	4862.7	3866.9	5499.1	4529.1	4064.4	5251.7	4707.7	3222	5505.3	4981.5
200028_s_at	NA	1671.5	1670.7	2300.8	2149.6	1625	2490	1512.2	1379.8	2144.1	1823.3	1544.8	1508.6
200029_at	NA	10839.6	13946	13300.2	8371	13978.8	15218.6	9599.6	13663.8	12673.7	10561.6	13355.1	12526.5
200030_s_at	NA	10288.2	11197.8	10187	7821.5	8736.7	11618.3	8897.7	9857.2	8406.5	9118.5	9352	9766.2
200031_s_at	NA	14270.3	20885.1	14644.4	10505.2	18845.2	17009.1	15084.3	17301.2	14047.1	13065.9	16996.3	16433.3
200032_s_at	NA	12313.7	17513.1	14512	9343.8	17477.4	17011.5	11725.3	17463.6	12771.4	11253.6	16000.7	13067.1
200033_at	NA	4315.2	6541.3	5200.1	4603.3	4577.2	3695.5	4054.5	4819.6	3893.4	4132.1	5562.5	3599.6
200034_s_at	NA	8990.6	11849	8044.5	6897.9	10804.2	10793.5	8299.5	9672.2	8367.3	8374.4	10180.4	8457.9
200035_at	NA	1668.4	670.2	1929.8	1682.2	884.6	2121.4	1731.5	816.2	2542.3	1571.4	687.6	2466.4
200036_s_at	NA	9288.8	12115.8	9391.6	7136	11502.1	12086.7	7641	9831.7	8857.3	8855.1	10523.3	8628.1
200037_s_at	NA	1884.8	1509	1718.9	2138.9	2222.5	1295.8	1997.2	2217.1	1880.9	2239.6	2016.9	2136.4
200038_s_at	NA	9747.6	14885.5	11082.4	7933.1	13135.8	12352.3	9215.8	12260.5	10866	9163.5	13421.2	10914
200039_s_at	NA	3428.1	4384.6	4405.3	3585.2	4432.7	5218.8	3719.2	4097.4	5353.2	4174.3	4708.7	5006.8
200040_at	NA	2148.2	1749.1	2090.2	2714.1	2493.8	2428.2	1771.6	2362.3	2835.3	2207.6	2486.7	2337.7
200041_s_at	NA	5896.1	6191.5	5887.3	5203.5	6337	5606.1	5296.3	6008	5597.1	5383.4	6596.8	6306.2
200042_at	NA	982.5	1676.2	1063.6	778.2	1122.8	1255.4	1089.4	1019.6	1175.2	986.7	1216.6	953.4
200043_at	NA	4925.8	5517.9	5587.2	5141.9	6750.2	4907.2	4647	5765.4	5220.4	5413.6	6316.4	5710.6
200044_at	NA	2741.1	3097.8	2348.3	2987	2912.8	1970.8	2994.3	2540.6	2125.4	3042.3	2463	2099.3
200045_at	NA	2711.3	3574.4	2487.8	2437.3	3804.1	3221.7	2854.4	3315.7	2627.7	2625.4	3408.3	2692.9
200046_at	NA	3728.2	4211.9	3327.6	3441	4292.8	3237.9	2860.2	4010.2	3856.3	3541.3	4176.8	3474.9
200047_s_at	NA	2181.4	2458.8	2299.4	2373.9	3062.5	2246.1	2022.4	3122.7	1981.6	2164.6	3244.7	2633.9
200048_s_at	NA	4255.6	4053.1	5131.8	4020.6	4936.3	5367.1	3880.8	4612.9	4834.7	4112	4868.5	5061.8
200049_at	NA	494.3	611.9	507.8	598.9	637.2	859	687.3	739.9	535	699.2	748	561.9
200050_at	NA	1075	603.6	877	1352.2	1067.5	1279.8	1060	1421.9	867	1070.5	1159	1275.1
200051_at	NA	498.2	610.5	386.1	424.8	623.4	563.4	469.6	615.6	463.3	456.2	596.3	426.7
200052_s_at	NA	1700.8	2329.7	1643.3	1991.7	2885.4	1869.2	1879.2	2379.9	1953.7	1903.6	2654.8	1815.5
200053_at	NA	1609.3	1100.5	1239.6	1510.5	1478.9	1955.3	1760.7	1252.7	1591.3	2245	1465.3	1930.8
200054_at	NA	743.8	1356.1	1034.7	860.7	1525.6	1205	850.4	1108	1199.7	902.6	1254.5	1728.8
200055_at	NA	4066.1	3067	4276.5	3488.6	4168.3	5489.9	4093.4	3913	5239	3657.3	4014.7	5549.3
200056_s_at	NA	305.1	331.4	289.1	515.7	361.3	171.5	384.5	422.8	277.8	329.4	432.7	175.1
200057_s_at	NA	6955.5	6395.1	5757.7	5412.5	6872.8	6745.3	6275.5	6195.2	7408.6	6834.9	6266.8	6718.6
200058_s_at	NA	1876.5	2023.8	1595.8	2042.7	1711.2	1651	1850.4	1886.4	1260.4	1759.4	1978.1	1579
200059_s_at	NA	7301	9208.3	8663.9	6902	8792.6	6985.3	6130.3	9265.7	6936.9	7160.3	9822.8	6976.2
200060_s_at	NA	1656.5	1530.3	1923.4	2047.8	2019.7	2236.9	2123	2454.6	2330	1371.7	1996.4	2116.9
200061_s_at	NA	12725.5	17572.2	16505.7	8653.6	16692.6	16929.4	10289.3	16263.1	13715	10877.9	17464.1	16206.9
200062_s_at	NA	15354.7	22495.6	16850.2	11100.3	19306.2	21999.5	14150.8	18288.2	16934.5	14574.4	18432.2	17905.6
200063_s_at	NA	8116	11002.2	8405.9	7105.9	10998	7869.3	7056.3	12335.5	8598.9	7861.8	12169.8	8499.7
200064_at	NA	13373.7	16146.2	16991.9	10213.3	13602.2	19582.1	11940.2	12707.8	14208.5	10994.1	14815.1	16109.5
200065_s_at	NA	7228.6	8437.9	7690.5	5552	8945.7	7383.5	5676.2	8593.4	6619.6	6160.1	8371.6	7009.5
200066_at	NA	887.2	1093.8	824.6	872.7	1055.4	786.1	732.8	915.5	697.2	819	942.6	779.5
200067_x_at	NA	2157	2753.2	2428.1	2034.3	2825.1	2263.1	2068.3	2329.7	2519.9	2137.3	2765.7	1849.8
200068_s_at	NA	9909.2	11739.1	11150.6	7304.2	12731.3	16887.2	8596.6	14069.9	11294.7	8303.4	13796.6	10302.7
200069_at	NA	443.5	519.8	349.4	518.2	584.4	250.5	515.3	485.2	423.9	493.4	532.4	406.2
200070_at	NA	259.8	223.9	333.9	365.7	415.2	295.3	329.8	286.9	297.8	314.5	377.6	277.3
200071_at	NA	1067.5	1036.3	768.3	1371.7	1309.3	978.4	981.8	1314.6	1005.5	1139.4	1393.5	924.7
200072_s_at	NA	1929.2	2131	1344.2	1824.8	1850.9	1525.3	1697.6	1832.5	1091.8	1944	2088.8	1554.6
200073_s_at	NA	1544.7	1844	1464.7	2025.6	2455.1	1021	1350	2395.6	1300.8	1690	2354.7	1199.2
200074_s_at	NA	5245.9	6629	6919.7	4987.9	6002	7083.3	5470.5	6063.3	7682.8	6107.6	6485.9	7487.3
200075_s_at	NA	1638.5	1605.3	1860.9	1619.5	2242	1628.1	1863.5	2185.7	2024.2	1801.3	2402.6	1999.8
200076_s_at	NA	1222.1	1423.9	1311.9	1151.1	1260.5	1842.4	1405.2	1197.9	1421	1184.9	1324.8	1505
200077_s_at	NA	7517.2	11863.5	10115.5	6684.9	10004.3	10295.8	6855.9	10154.4	7990.6	6893.7	10182.3	8298.6
200078_s_at	NA	3123.9	4790.6	5043.6	2678	4238.6	3816.9	2729.1	3979.9	3573.6	2784.8	4363.5	3661.9
200079_s_at	NA	2221.5	2294.3	2532.7	1975.3	2395.2	3108.5	2048.1	2355.1	2988.7	2026.3	2531.6	2890.2
200080_s_at	NA	3143	4181.4	3516.1	4750.3	3717.7	2452.2	2973.7	3853.8	4119	3284	3509.5	3566.1
200081_s_at	NA	11243.3	13789.6	11780.5	8855	13760.2	11867.1	9348.2	13217.4	11347.6	10399	12397.9	12315.9
200082_s_at	NA	9439	10519.5	8994.2	7433.4	10425.9	11016.8	8334.4	9842.6	10079.7	9254.6	9223.4	9514.7
200083_at	NA	1964.5	1665.7	1702.3	2083.5	1751.7	1808	2034.1	1903.3	1823.9	1763.2	2032.2	2071
200084_at	NA	3777.2	4035	3600.1	3387.2	4610.5	3170.6	3110	4330.8	3411.8	3467.4	4108	2880.1
200085_s_at	NA	4213	6528.5	4499.7	3819.9	5184.5	3926.2	3735.3	4141.1	3250.2	4593.9	4734.5	4336.1
200086_s_at	NA	2199.7	2746.6	2314.7	2035.2	2448.5	2072.9	1657.3	2332.2	2180.4	1779.6	2617	2626.5
200087_s_at	NA	5379.6	6921.3	5859.2	5030.3	7669.7	5175	4506.2	6871.7	5691.6	4701.2	7282.6	5220.6
200088_x_at	NA	14657.7	19775.2	18298.1	10766.2	19508.5	22688.3	13705.4	18706.2	16399.4	12723.4	19101.1	18984.7
200089_s_at	NA	4645.7	6441.1	4797.1	4248.4	6440.1	4237.2	4292.4	6609.8	4475.3	4565.5	6517.2	4677.5
200090_at	NA	1853	2155	2288.4	1874.8	1987.8	2090.1	1761.3	2286.1	2325.4	1875.4	2181.5	2538.1
200091_s_at	NA	5032	6538.2	4796.1	5126.6	7684.5	3864.2	4249.7	6780.9	4200.1	5047.4	6511	4142.3
200092_s_at	NA	10256.5	14653.4	11585.2	8301.5	14117.9	12446.8	9894	14014.5	10813.4	9952.4	14022.9	11049.2
200093_s_at	NA	4191.8	5958.2	5585.6	4343.5	6086.1	5292.9	3830.9	5785.7	5311.5	4201.2	5921	5017.6
200094_s_at	NA	5523.2	6101.3	9002.8	4676.1	6389.4	6079.4	6086.2	5889.4	8247.7	5197.1	6069.1	7784.1
200095_x_at	NA	19955.8	31591.1	22427.7	14204	30312.7	31866.7	19003.9	31513.6	20785.1	19203.1	30367.2	25606.9
200096_s_at	NA	4647.3	7522.2	6579.1	4375.2	6002.4	4154.8	4085.1	5688.3	4335.6	4509.9	5174.7	4518.9
200097_s_at	NA	2906.1	3542.9	3767.6	3358.6	3673.4	2749.2	2527.3	3493.8	3366.8	2513.1	4125.5	3046.1
200098_s_at	NA	1522.1	1618.6	1541.9	1713.2	1744.3	1390.5	1849.7	1965.2	1871.4	1785.3	2016.7	1573
200099_s_at	NA	13180.8	16102.5	12015.8	10377.1	15327.5	15911.2	12497.8	15743.9	13314.5	12351.5	16148.1	14448.5
200593_s_at	NA	1985.1	2728.3	1885.9	1953.4	2552.9	2043.9	1997.6	2529	1640	1547.4	2531.5	1795.2
200594_x_at	NA	4305.4	4712.1	4101.6	4022.8	4916.5	4156.8	4001.6	4540.8	4060.8	3647.9	4716.5	3670.4
200595_s_at	NA	2625.4	2225.9	2697.5	2823.6	2882.3	1944.3	2047.6	2877.9	2386.2	2270.6	2655.5	2047.5
200596_s_at	NA	1698.9	1495.1	1938.9	1805.2	1592.3	1930	1562.1	2079	1637.7	1021.1	2017.2	1948.1
200597_at	NA	368.6	212.3	249.2	442.3	309.3	310.4	527.1	321.2	262.8	290.4	326.6	305.9
200598_s_at	NA	10046.8	5835.5	9990.7	6781	6508.3	11542.7	7110.8	6621.4	8596.9	6848.8	5553.8	7999.7
200599_s_at	NA	10677.7	12097.7	11400.5	8435.2	11364.2	12458.5	9528.2	12125.4	10173.1	9742.4	9236.1	10452.2
200600_at	NA	3625.9	5122.6	4401.9	4601.9	4140.8	2669.1	3640.4	3514.1	3565.4	3706.1	3533.6	2900
200601_at	NA	4395.2	3329.5	3268.1	3697.1	2809.3	4235.2	4362.4	2762.6	2840.2	4850.5	3568.3	3257.6
200602_at	NA	837.7	1083.3	1042.5	1627.8	1188.3	879.1	982.4	993.7	913.1	986.1	1396.2	587.9
200603_at	NA	1954	2292.2	2254.5	2383.2	2509	1678	1761.5	2933.2	2425	1914	3090.5	1588
200604_s_at	NA	1979.1	1015.4	1522.7	2023.7	747.2	1801	1612.5	885.7	1654.9	1526.6	856.5	1995.7
200605_s_at	NA	2618.2	2483.7	2615.4	3019.9	2583.1	2336.4	2473.3	2838.4	3871.9	2298.6	2821.3	2351.8
200606_at	NA	2446.9	2691.7	2493.7	2350.4	1789.8	1479.2	1826.1	1860.8	1915.2	2169.5	2016	2120.6
200607_s_at	NA	1070.9	791	1155.6	1131.1	818.9	1101.7	1957.5	994.2	827.6	1099.5	940.5	945
200608_s_at	NA	1168.4	1196.9	837.5	1542.7	1202.4	452.6	1222.7	1373.6	836.7	1424.3	1211.2	625.6
200609_s_at	NA	5076.9	5426	5149.5	3979.2	4146.4	5059.8	4189.6	4344.4	4547.6	4319.2	4395.9	5289.5
200610_s_at	NA	3935.8	4663.5	3871.6	4647	6252.6	3768.5	4260.6	6107.7	4501.8	4360.5	5711	5079.9
200611_s_at	NA	4993.3	5331.7	5197.4	3825.6	4623.7	5540.9	4879.3	4640.2	4772.1	3935.6	4286.9	5434.5
200612_s_at	NA	1886.4	1378.8	1585.4	2179.6	1662.1	2072.9	1720.5	1726	2121.1	2457.5	1801.4	1759
200613_at	NA	2533.4	3618.4	2927.4	2055.2	2213.9	1997.9	2456.2	2240	2206.3	2960.6	2249.5	2333.6
200614_at	NA	8529	10557.5	9789.1	7140.4	10392.5	11089.1	7574.6	9986.1	9351.5	7399.1	10270.1	8887.2
200615_s_at	NA	1827.3	2078.6	1873.1	1818.2	1459.5	1997.7	1679.9	1633.6	2393.7	1784.9	1685.5	2167.3
200616_s_at	NA	1027.4	809.9	1096.7	1102.3	784.5	719.6	769.7	1468.9	880.5	723.9	1209.8	1242.5
200617_at	NA	2601.4	981	1395.9	2439.3	1775.3	1298.6	2424.6	1870.9	1730	2228.7	1663.7	1851.8
200618_at	NA	4641.4	7989.5	7059.5	5519.5	6808.8	4239.4	5029	6658.8	6043.9	4726.4	6332.3	5397.8
200619_at	NA	1726.1	2019	1793.3	1728.3	2751.9	1994.8	1369.4	2461	1960.9	1553.3	2932.1	2194.9
200620_at	NA	3605.7	4219.4	4606.6	2883.8	2994.3	3174.1	2950.1	2908.8	3731.7	2999.6	3392.8	3304.4
200621_at	NA	2304.8	1108.8	1578.8	2498.5	2180.9	1896.6	2444.5	2134	2533.4	2458.7	2148.6	2321.3
200622_x_at	NA	1156.3	1577.9	1525.1	1209	1383.1	1548.7	1330	943.3	1097.9	971.5	956.5	1378.8
200623_s_at	NA	1518.8	717.1	1797.3	1768.7	1260.2	1844.6	2256.3	1028.2	2145.3	2118.8	1114.8	2115.7
200624_s_at	NA	2383.1	1874.7	2612.5	3094	2172.4	2100.3	2457.2	2235.4	2795.6	2580.2	2314.9	2215.8
200625_s_at	NA	3865.2	3470.4	3902.3	3755	3538	3900.1	3593.7	3449.4	4416.5	3775.1	3639.7	4145.8
200626_s_at	NA	2040.8	2082.8	1644.1	2769	2731.9	763.8	2372.3	2659.7	1962.6	2569.5	2179.2	1737.3
200627_at	NA	4146.5	4114	3853.7	4254	5359.5	4858.7	3931.2	4923.9	4622.9	4426	5412.1	4573.9
200628_s_at	NA	2379.9	1432.9	1805.9	2187.6	2538.7	2753	2419.3	2358.9	2989.9	2091.7	2142.7	2583.2
200629_at	NA	2833.1	1943.3	2348.3	2735.1	3814.5	3267.9	2386.3	3518.4	3026.1	2492.3	3706.7	3134
200630_x_at	NA	4341.5	8492.1	6469.8	3604.6	8206.3	5442.8	4171.7	7265.5	6738	3922.4	7754.6	5675.7
200631_s_at	NA	4440.8	5010.5	3538.6	4682.9	5424.7	3915.3	4667.6	5283.8	3720.3	4270.5	5495.5	4388.9
200632_s_at	NA	6785.5	3081.8	4613.3	6711.9	5370.7	9302.4	7901.1	5714.3	7406.5	7463.7	6230.3	8195.4
200633_at	NA	13483.6	19415.3	16211.4	10126.8	19478.7	21611	14161.3	18219.6	14716.5	11867.8	18147.2	16474.9
200634_at	NA	8241.7	13246.3	13124.8	7475.4	10959.4	12371.7	8417.7	11698.9	11077.4	8066.2	9094.2	10455.7
200635_s_at	NA	644.4	522.5	1724.7	703.5	234.2	1129.5	687	255	1055.7	542.5	260.5	1327.4
200636_s_at	NA	1571.8	2845.6	2804.6	1700.1	1590.9	1696.7	1455.9	1712.7	2152.3	1625.8	1760.7	1955.7
200637_s_at	NA	688.6	394.9	1593.2	588.8	199.4	1713.2	1198.1	155.9	1228.6	637.7	157.7	1530.7
200638_s_at	NA	5838.3	7042.2	7847.8	4863.1	6756.1	6378.1	5204.6	6741.7	6606.6	5443.9	7429.3	6015.5
200639_s_at	NA	5051	5869.1	5367.9	4366.2	4637.9	4452.6	3730.6	4955	4917.9	4541.6	5471.2	4975.9
200640_at	NA	7435.2	8883.6	8745.5	7982.4	8263	8210.9	7106.2	8080.2	8094.1	7497.7	8499.7	8171
200641_s_at	NA	8833.1	7761.7	8650.2	6734.9	6509.8	9334.9	7130.2	6848.6	8214.2	7622.3	6541.2	9348.7
200642_at	NA	4780.5	6414.1	7111.4	5176.2	6383.3	6319.4	5347.9	5206.6	6459.9	4991.1	6062.9	6983.6
200643_at	NA	1075.2	1728.3	1631.1	871.9	1857.4	1414.7	984.5	1845.5	1534.3	942.3	1719.8	1476.6
200644_at	NA	5148.1	11169.6	8831.1	4010.5	1107.3	992.5	3925.2	981.4	1551.9	3840	998.8	1135.1
200645_at	NA	6939.1	6342.9	8074.8	6243.1	6971.7	8291.2	6959.6	6603.2	8337.2	7015.6	6893.5	7430.1
200646_s_at	NA	642.2	220	1179.6	551	281.7	920.7	727.7	262.4	1059.3	539	206.5	952.4
200647_x_at	NA	3022.3	3789.2	2706	3372.1	3921.3	2933.2	3393.7	3666.7	2993	3440.3	3940.6	4217.1
200648_s_at	NA	391.9	330.1	218.1	347	267.7	332.3	477.4	210.4	255	318.3	227.5	333.5
200649_at	NA	1745.9	891.3	2008.2	1381.3	964.1	1941.1	1913.5	702.2	1988.7	1467.4	748.8	2180
200650_s_at	NA	14263.6	21766.6	15872.7	10173.9	19282.2	20762.2	12953.7	19251.2	14920.5	13883.8	18040.7	17062.9
200651_at	NA	12318.3	15826.2	13078.6	9845.1	18756.7	18056.2	11533.1	16675.9	12760.5	11042	14046.1	12777.8
200652_at	NA	4715.9	6063.9	5079.2	4325	7048.3	5910.9	3745	6184.7	5662.2	4195.4	6294	5778.7
200653_s_at	NA	2044.6	4552.2	2683.5	2149	2114.1	1845.2	1957.6	2057.8	1665.1	1648.5	2170.9	1531.5
200654_at	NA	12077.1	15674.3	16230.1	8713.7	17715.7	17059	10022.1	16995.9	14774.3	10096.8	15565.2	15069.3
200655_s_at	NA	2677.9	5799.1	3451.9	2356.8	2532.3	2309.8	1908.3	2179.6	1963.5	2495.3	2442.5	1885.8
200656_s_at	NA	4832.1	6838.9	7016.6	5625.9	8425.5	6331.8	5420.3	8108.6	6221.1	4772.1	7210	6138
200657_at	NA	8359.7	11410.5	10389	7164	10103.6	11703.9	7894.6	9276.9	11657.3	8449.2	9703	10437
200658_s_at	NA	1806.8	2248.3	1670.6	1750.3	2196.2	2424.2	1859.4	1932	2085.4	1973.2	1931.8	2499.3
200659_s_at	NA	680.3	394	368.7	451.8	482	773	781.6	346.8	451.2	635	368.9	543.5
200660_at	NA	8578.9	8661.1	9260.6	7005.8	9421.2	10350.9	7391.9	9978.8	9689.6	7413.5	9453.9	9258.4
200661_at	NA	2069	2794.1	3576.8	1954.4	2721	4414.8	2605.1	2678.9	3290.3	2773.7	2362.3	3655.3
200662_s_at	NA	2399.6	2050	1929.7	3273.6	3149.5	2477	2235.5	2934.2	2537.2	2985.1	2875.1	2673.4
200663_at	NA	10827.7	11020.7	13338.3	7560.4	11969.7	11117.7	11277.7	11285.7	9626	11001.2	10557	12174.9
200664_s_at	NA	4197.7	1823.9	3150.9	2940.3	2809.6	5941.9	2452.3	1166.9	2225.7	1806.6	1237.2	2739.6
200665_s_at	NA	16.9	39.2	52	57.6	11.3	52	11.6	6.2	10.3	19.9	10.7	8.9
200666_s_at	NA	5055.8	3713.2	4361.2	3910.3	6006.6	5995.3	2917	2688.2	3824.1	2586.2	2827.8	3544.1
200667_at	NA	2038.9	2109.8	1794.4	1890.4	2842	2140.7	1663.6	2484.7	2140.6	1881.6	2698.2	2081.2
200668_s_at	NA	4560.3	5150.8	4719.4	4284.5	5540.5	4427.8	4329.4	4822.6	4823.1	4476.7	4997.7	4306.8
200669_s_at	NA	3114.2	3889.9	3390.9	3039.1	3501.5	3681.7	2555.6	3013.1	3281.4	2592.2	3109.6	3038.6
200670_at	NA	1281.9	1834.8	1845.9	1521.7	2106	1403.5	1276.9	2414.2	1937.5	1129	2385	1403.8
200671_s_at	NA	526.4	269.1	648	585.2	154.2	709.6	722.2	181.7	471.5	494.7	346.2	530.2
200672_x_at	NA	1203.9	1144.7	1323.5	1312.5	1135.7	1180.9	1201.4	1049.7	949.7	1213	903.3	938.6
200673_at	NA	4156.2	3183.1	4261.9	3677.8	3261.3	3867.3	3237.7	3063.5	3622.4	2336.4	3484.5	4518.2
200674_s_at	NA	15244.5	18519.2	15905.9	10615.6	17507.5	21432.4	13101.9	17212.4	15872.2	14662.7	17171.6	16600.7
200675_at	NA	3627.7	3434	4181	3641.2	3385	3425.4	3426.3	3296.2	3950.9	3453.5	3079.3	3353.8
200676_s_at	NA	345.1	206.1	259.8	282.5	271.1	319.9	253.1	285.3	244.3	375.2	227	284.7
200677_at	NA	9304	11601.7	12158.8	6851.1	6809.9	7014.7	7348.7	7415.5	6934.8	7211.8	6823.1	7485.1
200678_x_at	NA	5001.8	4652.2	4549.4	3321.7	3816.5	4909.1	4621.2	3508.2	3901.2	3658.3	3490.8	3969.8
200679_x_at	NA	1555.8	1734.7	1392.3	1850	3337.4	1316.9	1616.4	1992.2	1355.3	1676.3	2134.9	1329.9
200680_x_at	NA	6862.1	6874.1	5505.7	6631.5	8878.9	5440	5147.7	9447.8	5929.8	6229.7	8710.7	5510.1
200681_at	NA	6665.3	8765.7	7035.4	5004.3	6982.7	4354.7	5342.3	6423.9	5986.7	5363.8	6565	4863
200682_s_at	NA	2269.2	3498.6	2460.6	2724.2	3723.6	2554.1	2440.1	3390.7	3115.4	2542.8	3632.2	2620.5
200683_s_at	NA	875	1166.1	1088.6	1080.9	885.4	1145	1460.5	1014.4	1081.6	1044.9	1005.1	1218.2
200684_s_at	NA	815.9	417.3	581.8	884.2	545.8	752.5	1000.1	445.4	694.2	923.3	516.8	724.8
200685_at	NA	79.9	67.9	33.3	91.1	62.8	38.8	79.2	72.3	38.6	97.5	59.9	38.9
200686_s_at	NA	1106.4	937.3	944.6	1559.4	1181.5	711.2	994.9	1417.7	1020	1146.5	1273.6	918.7
